FMID,Credit,WIC,WICcash,SFMNP,SNAP
1006630,Y,Y,Y,Y,Y
1018893,Y,,,,
1019154,Y,Y,Y,,
1018380,Y,,,,
1016891,Y,,,,
1009070,,,,,
1007064,,,,,
1008095,,,,,
1003601,,,,,
1018760,Y,,,,Y
1004225,Y,Y,,,
1003781,,,,,
1002139,Y,,,,
1008998,,,,,
1006141,,Y,,Y,
1012563,Y,,,Y,Y
1012720,Y,,,,
1002321,,,,,
1004404,,,,,
1018364,Y,,,,Y
1018786,Y,,,,
1009060,Y,,,,
1008730,,,Y,Y,
1007477,,,,,
1007505,,,,,
1007506,,,,,
1007830,,,,,
1002628,,,,,
1001003,,,,,
1003845,,,,Y,Y
1011782,Y,,,,
1007701,,,,,
1000159,Y,Y,Y,Y,Y
1005783,,,,,
1001149,Y,,Y,,Y
1005737,,,,,
1006122,,,,,
1008583,,,,,
1002326,,,,,
1001111,,Y,Y,,
1012443,Y,,,Y,Y
1004140,,,,,
1011797,Y,,,,Y
1019383,Y,Y,Y,Y,Y
1005331,,,,,
1019373,Y,Y,Y,Y,Y
1019374,Y,Y,Y,Y,Y
1019366,Y,Y,Y,Y,Y
1019375,Y,Y,Y,Y,Y
1019380,Y,Y,Y,Y,Y
1002336,,,,,
1002341,,,,,
1019381,Y,Y,Y,Y,Y
1019377,Y,Y,Y,Y,Y
1019378,Y,Y,Y,Y,Y
1019376,Y,Y,Y,Y,Y
1019382,Y,Y,Y,Y,Y
1005329,,,,,
1002339,Y,Y,Y,Y,Y
1005330,,,,,
1002335,Y,Y,Y,Y,Y
1005332,Y,Y,Y,Y,Y
1002334,,,,,
1019379,Y,Y,Y,Y,Y
1002337,,,,,
1002340,,,,,
1002345,Y,Y,Y,Y,Y
1002519,,,,,
1002122,,,,,
1000454,,,,,
1006741,,,,,
1001846,,,,Y,Y
1002162,,,,Y,
1002264,,,,,
1012741,Y,Y,Y,Y,Y
1001398,,Y,Y,Y,
1005701,,Y,,Y,
1010829,Y,,,,
1006219,,,,,
1006220,,,,,Y
1002527,Y,Y,,Y,Y
1009752,,,,Y,
1008353,Y,Y,,Y,
1001041,,,,,
1009809,Y,Y,,Y,Y
1005725,Y,Y,,,
1009849,Y,,,,
1009660,Y,,,Y,Y
1007525,,,,,
1007537,,,,,
1007534,,,,,
1004400,,Y,Y,Y,Y
1003805,,Y,Y,,
1011762,Y,,,,
1009728,Y,,,,
1009412,Y,,,,
1007284,Y,Y,,Y,
1018220,Y,,,,
1007230,,,,,
1001226,,,,,
1005993,Y,Y,,,
1018282,Y,Y,,Y,Y
1009702,Y,Y,Y,Y,Y
1010686,Y,,,,
1008318,Y,,,,
1003069,,,,,
1005913,,,,Y,
1010523,Y,Y,,,Y
1010579,Y,Y,Y,Y,
1000244,Y,,Y,Y,Y
1001818,,,,,
1009201,Y,,,,
1001998,,,,,
1005349,,Y,,Y,
1005300,Y,Y,,Y,Y
1004495,,,,,
1006471,Y,Y,,Y,Y
1006472,Y,Y,,Y,Y
1003555,,,,,
1008181,,Y,Y,,
1010845,Y,,,,
1000909,,Y,Y,Y,Y
1018532,Y,Y,Y,Y,Y
1005759,Y,Y,,Y,Y
1006677,Y,Y,Y,Y,
1011413,Y,,,,
1008715,Y,,,,
1018120,Y,,,,
1005529,Y,,,,
1007499,,,,,
1012683,Y,Y,,Y,Y
1018694,Y,Y,,,
1018691,Y,Y,,,
1018692,Y,Y,,,Y
1018690,Y,Y,,,Y
1012841,Y,Y,Y,Y,Y
1001165,,,,,
1007849,,,,,
1000632,,,,,
1003990,Y,Y,Y,,
1006540,Y,,Y,Y,Y
1003355,Y,Y,,Y,Y
1005019,,,,,
1004046,,,,,
1002084,,Y,,Y,Y
1007144,,,,,
1019192,Y,,,,
1003390,,,,,
1001285,,,,,
1010011,Y,,,,
1006267,,,,,
1005917,,,,,
1006517,,Y,,Y,
1001783,,,,,
1010041,Y,,,,
1006891,,,,,
1003786,,,,,
1009695,,Y,Y,Y,Y
1011195,Y,,,,Y
1000121,,Y,,Y,Y
1000980,,,,,
1003684,Y,Y,,Y,Y
1019234,Y,,,,
1005209,,,,,
1002704,Y,,,,
1003300,,,,,
1000842,Y,Y,,Y,Y
1008584,Y,,,,
1003261,,,,,
1006474,Y,Y,,,Y
1012043,Y,,,,
1009206,Y,,,,
1006285,Y,Y,,Y,Y
1019486,Y,,,,Y
1011870,Y,Y,,Y,Y
1003400,,,,,
1005512,,,,,
1011110,Y,,,Y,Y
1011984,Y,,,,Y
1011985,Y,,,,Y
1012015,Y,,,,Y
1001669,Y,Y,,Y,Y
1007750,,,,,
1001312,Y,Y,Y,Y,
1005992,,,,,
1000137,,,,,
1011957,Y,,,,Y
1019224,Y,,Y,Y,Y
1019220,Y,,,,Y
1002404,,Y,Y,Y,Y
1012260,Y,Y,Y,Y,Y
1002819,Y,Y,,Y,Y
1002312,Y,,,,
1009672,Y,,,,
1006831,Y,,,Y,Y
1001194,,,,,
1004080,Y,Y,,Y,Y
1005366,,,,,
1008248,,Y,,Y,
1008243,Y,Y,Y,Y,Y
1002469,Y,Y,,,
1005337,,,,,
1004688,Y,,,,Y
1003843,,Y,Y,Y,
1007705,,,,,
1018951,Y,,,Y,
1005848,Y,Y,,Y,
1007141,,,,,
1001138,,,,,
1001137,,,,,
1001139,,,,,
1010434,Y,,,,Y
1002848,Y,Y,,,
1006807,Y,,,,
1018151,Y,Y,,,Y
1003360,,,,,
1005036,,,,,
1003257,,,,,
1006266,Y,Y,,Y,
1006621,Y,,,,
1010896,Y,Y,,,
1010191,Y,,,,
1018662,Y,Y,,,Y
1018663,Y,Y,,,Y
1018664,Y,Y,,,Y
1018665,Y,Y,,,Y
1018229,Y,Y,,Y,
1006227,,,,,
1002823,,,,,
1001244,Y,Y,Y,Y,Y
1002855,,,,,
1001833,Y,Y,Y,,Y
1018000,Y,,,,Y
1001834,,,,,
1018123,Y,,,,Y
1005881,Y,,,,Y
1002686,Y,,,,
1002275,,,,,Y
1008020,Y,Y,Y,Y,Y
1008586,Y,,,,
1005076,,,,,
1016846,Y,,,,Y
1016847,Y,,,,Y
1011177,Y,,,,Y
1001303,Y,Y,,Y,
1011278,Y,,,,Y
1019330,Y,,Y,,Y
1019502,Y,Y,,,
1002763,Y,,,,Y
1010937,Y,Y,,Y,Y
1009535,Y,,,,
1018845,Y,Y,,Y,
1018846,Y,Y,,Y,
1019275,Y,Y,,Y,Y
1019273,Y,Y,,Y,Y
1019057,Y,Y,,,Y
1002975,Y,,,,
1004426,,,,,
1011761,Y,,,,Y
1000938,Y,,,,Y
1009509,Y,,,,
1018972,Y,Y,,Y,
1010069,Y,,,,
1018139,Y,,,,Y
1000634,Y,Y,Y,Y,Y
1000407,,,,,
1006950,,,,,
1006400,,,,,
1002429,,Y,,,
1002121,Y,,,,
1003307,Y,Y,,Y,
1007329,,,,,
1000839,,,,,
1008679,,Y,Y,Y,
1009347,Y,,,,
1018707,Y,Y,,Y,
1006919,,,,,
1008026,,,,,
1008980,Y,,,,
1000943,,,,,
1007311,,,,Y,
1000695,Y,Y,,Y,Y
1002261,,,,,
1000457,,,,,
1008983,Y,Y,,Y,Y
1019302,Y,,,,
1018853,Y,,,,
1000201,,,,,
1018493,Y,Y,,Y,Y
1000052,Y,Y,,Y,Y
1003541,,,,,
1001880,,,,,
1007203,,,,,
1010013,,,,,Y
1000269,,,,,
1000918,Y,Y,,,Y
1005142,,,,,
1010052,Y,,,,
1000941,Y,,,,
1006902,,,,,
1006970,,,,,
1010114,Y,,,,
1018458,Y,Y,,Y,Y
1007786,,,,,
1009746,Y,,,,
1005558,Y,Y,Y,Y,Y
1006943,,,,,
1007267,Y,Y,Y,Y,Y
1005153,,,,,
1009310,Y,,,,
1007067,,,,,
1008589,Y,,,,
1009663,Y,,,,
1000658,,,,,
1007737,,,,,
1009059,,,,,
1012076,Y,Y,Y,Y,Y
1007714,,,,,
1004570,,,,,
1008901,Y,,,,
1000813,,,,,
1016836,Y,,,,Y
1012555,Y,Y,,,
1019426,Y,Y,,Y,Y
1009194,Y,,,,
1006983,,,,,
1000323,Y,Y,Y,Y,Y
1012041,Y,Y,Y,Y,Y
1004844,Y,Y,,Y,Y
1008366,Y,Y,,Y,Y
1002648,,Y,,Y,Y
1003321,,Y,,,
1003322,Y,,,,
1003860,Y,,,,
1019313,Y,,,,
1005663,,,,,Y
1004433,,,,,
1002461,Y,,,,Y
1018073,Y,,,,
1008590,Y,,,,
1006496,,,,,
1001538,,Y,,,
1004857,Y,Y,Y,Y,
1005845,Y,Y,Y,Y,
1005846,Y,Y,Y,Y,
1005844,Y,Y,Y,Y,
1005843,Y,Y,Y,Y,
1002088,,Y,,Y,Y
1000963,,,,,
1007740,,,,,
1007739,,,,,
1009418,Y,,,,
1001081,,,,,
1011085,Y,,,,
1006033,,,,,
1018200,Y,Y,Y,Y,Y
1008840,,,,,
1012804,Y,,,,Y
1011312,Y,,,,
1005674,Y,Y,Y,Y,Y
1002800,Y,Y,Y,Y,Y
1012300,Y,Y,,Y,Y
1006382,,,,,
1018152,Y,,,,
1007610,,,,,
1002528,,,,,
1018344,Y,,,,Y
1007840,,,,,
1019056,Y,,Y,,
1011999,Y,,,,
1000901,,,,,
1005305,Y,Y,,Y,Y
1005290,,,,,
1010598,Y,Y,,Y,Y
1009631,Y,Y,,,
1018521,Y,Y,Y,Y,Y
1003705,Y,Y,Y,Y,Y
1000350,,,,,
1004889,,Y,,Y,
1001611,Y,,Y,,
1009769,Y,,,,
1005059,,,,,
1004011,,,,,
1003021,,,,,
1009629,Y,Y,,Y,
1004391,,,,,
1012602,Y,,,,Y
1012218,Y,,,,
1019586,Y,,,,
1018697,Y,,,,Y
1003663,,Y,Y,Y,Y
1011325,Y,,,Y,Y
1010443,,,,,
1002496,,,,,
1004029,,,,,
1010039,Y,Y,Y,,Y
1019399,Y,,,,
1006282,,,,,
1007035,,,,,
1007273,Y,,,,
1012621,Y,Y,,Y,
1004081,,,,,
1006417,Y,,,,Y
1005126,,,,,
1011367,Y,Y,Y,Y,Y
1003090,,,,,
1004083,Y,Y,Y,Y,Y
1011818,Y,,,,
1000698,,,,,
1011669,Y,,,,Y
1005080,Y,Y,,Y,Y
1000621,,,,,
1002820,Y,Y,Y,Y,Y
1003918,,,,,
1004637,,,,,
1019011,Y,Y,,Y,
1018714,Y,,,Y,Y
1008724,Y,Y,,,Y
1002236,Y,,,Y,Y
1019236,Y,,,,Y
1009238,Y,,,,
1018772,Y,,,,
1001408,,,,,
1003829,,,,,
1002200,Y,,,,
1009222,Y,,,,
1001836,,,,,
1006302,Y,,,,Y
1006165,Y,,,,Y
1012437,Y,,,,Y
1011607,Y,,Y,Y,Y
1011034,Y,,,,
1011491,Y,Y,,Y,Y
1001486,Y,,,,Y
1003121,Y,,,,Y
1006992,,,,,
1004461,,Y,Y,Y,
1000042,,,,,
1009498,Y,,,,
1000072,Y,Y,Y,Y,Y
1004384,Y,Y,Y,Y,
1005562,Y,Y,,Y,Y
1002676,,,,,
1012626,Y,Y,Y,Y,Y
1010078,,Y,,,Y
1011295,Y,,Y,Y,
1003255,,,,,
1011311,Y,,,,
1000356,,,,,
1010820,Y,Y,,Y,Y
1009740,Y,,,,
1011795,Y,Y,,,Y
1008090,Y,,Y,,
1010951,Y,,,Y,
1003905,Y,Y,Y,,Y
1005769,,,,,
1006556,,Y,,Y,Y
1019340,Y,Y,Y,Y,Y
1009294,Y,,,,
1010738,Y,,,,
1011751,Y,Y,,,Y
1003206,,,,,
1000351,,,,,
1003680,Y,Y,,Y,
1004854,,,,,
1001641,,,,,
1000874,,,,Y,
1000873,Y,,,Y,
1016863,Y,,Y,Y,Y
1008930,Y,Y,,Y,Y
1004636,,,,,
1004380,Y,,,,
1008800,Y,,,,Y
1008929,Y,,,Y,
1018110,Y,Y,,Y,Y
1003416,,,,,
1008847,Y,Y,Y,Y,Y
1006376,Y,,,,
1008212,Y,,,,
1018907,Y,,,,
1003634,,Y,,Y,
1003785,,,,,
1018343,Y,Y,,Y,
1003385,,,,,
1019263,Y,,,,Y
1002839,,,,,
1018978,Y,,,,Y
1005155,,,,,
1000085,Y,Y,Y,Y,Y
1010293,,,,,
1005415,Y,,,,Y
1003544,,,,,
1009054,,Y,,Y,
1011299,Y,Y,,Y,
1007639,,,,,
1006316,,,,Y,
1009463,Y,,,,
1000138,Y,,,Y,Y
1016835,Y,,,,
1003067,Y,,Y,Y,
1007684,,Y,,Y,Y
1007742,,,,,
1018487,Y,,,,
1002003,,,,,
1009970,Y,Y,,Y,Y
1005832,,Y,,Y,
1001901,Y,Y,Y,Y,Y
1004855,,,,,
1008299,Y,,,,
1006880,Y,,,,
1009283,Y,,,,
1009852,Y,,,Y,
1018730,Y,,,,Y
1018896,Y,,,,Y
1010627,Y,,,,
1011211,Y,Y,,,Y
1001094,,,,,
1003501,,,,,
1006545,Y,,,Y,
1006676,,,,,
1011951,Y,,,,
1008404,Y,,,,
1008460,Y,Y,,Y,Y
1005495,,Y,,Y,
1007265,,,,,
1018464,Y,Y,Y,Y,Y
1004232,,Y,,Y,
1008803,Y,,,,
1004783,,Y,,Y,
1004768,,,,,
1003771,,Y,,,
1004581,,,,,
1005903,Y,Y,Y,Y,Y
1011961,Y,Y,Y,Y,Y
1006212,,Y,,Y,
1002356,,,,,
1009207,Y,,,,
1003398,,Y,,Y,
1006502,,,,,
1006808,,,,,
1007277,,,,,
1009831,,,,,
1005077,,Y,,Y,
1005889,Y,,,,Y
1000523,,,,,
1018256,Y,,Y,,
1018419,Y,,,,
1006981,,,,,
1010389,Y,,,,
1008307,Y,,,,Y
1005343,,,,,
1005555,Y,,,,Y
1001179,,,,Y,
1001521,,,,,
1000801,,Y,,,
1004327,,,,,
1002543,,,,,
1003032,Y,Y,,Y,Y
1005454,Y,Y,,Y,Y
1001425,,,,,
1005801,,,,,Y
1005800,,,,,Y
1000687,,,,,
1008000,Y,,,,Y
1005635,,,,,
1018195,Y,,,,
1003350,Y,,,,Y
1008593,Y,,,,
1011705,Y,,,,Y
1010043,Y,,,,
1002907,Y,Y,Y,Y,
1003368,,,,Y,
1010155,Y,,,,
1004648,Y,Y,Y,Y,
1006557,,Y,,Y,Y
1010383,Y,,,,Y
1004537,,,,,
1004536,,,,,
1006118,,,,,
1018242,Y,,,,
1009542,Y,,,,
1001822,,,,,
1009405,Y,,,,
1005270,Y,,,Y,Y
1004456,,,,,
1008502,Y,,,,
1011351,Y,Y,,,Y
1006573,,Y,,Y,Y
1006571,,Y,,Y,Y
1002541,,Y,,Y,Y
1008975,Y,Y,,Y,Y
1006585,,Y,,Y,Y
1009005,Y,,,,
1008375,Y,Y,Y,Y,
1001046,Y,Y,Y,Y,
1001049,Y,Y,Y,Y,
1011443,Y,Y,,,Y
1011444,Y,Y,,,Y
1006572,,Y,,Y,Y
1011485,Y,Y,,Y,Y
1011502,Y,Y,,Y,Y
1003673,Y,Y,Y,Y,Y
1011466,Y,Y,,Y,Y
1011356,Y,Y,,,Y
1011346,Y,Y,,,Y
1002217,Y,,,,
1001032,,,,,
1016886,Y,Y,,Y,Y
1005252,Y,,,Y,Y
1001754,,,,,
1011859,Y,,,,
1006265,,,,,
1008118,Y,,,Y,Y
1012470,Y,Y,,Y,Y
1012702,Y,,,,
1003928,,,,,
1012620,Y,,Y,Y,
1005253,Y,,,Y,Y
1001039,,,,,
1010312,Y,,,Y,
1001038,Y,,,Y,
1011807,Y,Y,,Y,Y
1011808,Y,,,,
1018766,Y,,,,
1003614,,,,,
1005254,Y,,,Y,Y
1006249,,,,,
1011714,Y,,,,
1006662,Y,,,,Y
1008102,Y,,,,
1005873,,,,,
1005255,Y,,,Y,Y
1002030,Y,,,,
1007736,,,,,
1018496,Y,,,Y,Y
1018497,Y,,,Y,Y
1018498,Y,,,Y,Y
1007527,,,,,
1005806,Y,Y,,Y,
1008689,,Y,,Y,
1012346,Y,,,,Y
1018321,Y,,,,
1001927,Y,Y,,Y,
1010219,Y,Y,,Y,
1003613,,,,,
1018130,Y,,,,
1019003,Y,,,,Y
1003093,,,,,
1012330,Y,,,,
1005665,Y,,,,
1010254,Y,,,,
1001492,Y,Y,,Y,
1008334,Y,,,,
1004136,,,,,
1002297,Y,Y,,,Y
1005850,,,,,
1004191,Y,Y,Y,Y,Y
1002099,,,Y,Y,
1001664,Y,Y,,Y,Y
1018119,Y,,,,
1005578,,,,,
1006747,,,,,
1018727,Y,Y,,Y,
1002523,,,,,
1006527,,,,,
1006528,,,,,
1005923,,,,,
1005386,,,,,
1005388,,,,,
1005387,,,,,
1005389,,,,,
1012126,Y,Y,Y,Y,Y
1012128,Y,Y,Y,Y,Y
1006349,Y,,,,
1012269,Y,,,,
1008923,Y,Y,Y,Y,Y
1007469,,,,,
1001178,,,,,
1001890,Y,Y,Y,Y,
1002985,,,,,
1010867,Y,Y,,Y,Y
1018630,Y,Y,Y,Y,Y
1010632,Y,Y,Y,Y,
1000506,,,,,
1010150,Y,,,,
1007852,,,,,
1019210,Y,,Y,Y,Y
1005876,Y,,,,
1011734,Y,,,,Y
1009352,Y,,,,
1005424,,,,Y,
1009287,Y,,,,
1001395,,,,,
1007390,,,,,
1002937,,,,,
1010113,,,,,
1009413,Y,,,,
1004245,,Y,Y,Y,
1006379,,,,,
1000922,,Y,,Y,Y
1000617,,,,,
1010636,Y,Y,,Y,
1004921,,,Y,,
1019120,Y,,,,Y
1011182,Y,,,,
1000653,,,,,
1003171,Y,Y,Y,Y,Y
1004419,,,,,
1012794,Y,,Y,,Y
1001665,Y,Y,,Y,Y
1005191,,,,,
1009344,Y,,,,
1003789,,Y,,,
1011090,Y,,,,Y
1003269,Y,Y,Y,Y,Y
1010308,Y,,,,
1019491,Y,,,,
1018264,Y,,,,
1018158,Y,Y,,Y,
1002919,Y,,,,Y
1019087,Y,,,,
1009262,Y,,,,
1000666,Y,Y,,Y,Y
1019266,Y,,,,
1005096,,,,,
1019212,Y,,,,
1009508,Y,,,,
1011117,Y,Y,,,Y
1002224,,,,,
1000751,,,,,
1000560,Y,Y,Y,Y,Y
1006065,Y,,,,
1001453,,,,,
1004443,,Y,Y,Y,
1002203,,,,,
1002690,,Y,,,
1009962,Y,,,,
1012465,Y,,,,
1012464,Y,,,,
1012628,Y,Y,,Y,
1010874,Y,Y,Y,Y,Y
1010491,Y,,,,
1001127,,,,,
1007538,,,,,
1000954,,,,,
1002240,,,,,
1001306,,,,,
1001307,,,,,
1011753,Y,,,,
1000183,,,,,
1002799,,,,,
1002140,Y,,,,
1016770,Y,,,,Y
1007530,,,,,
1000520,Y,,,,Y
1009523,Y,,,,
1004742,,,,,
1007629,,,,,
1004330,,,,,
1005487,,,,,
1002082,,,,,
1005154,,,,,
1004896,,,,,
1003447,,,,,
1002081,,,,,
1003446,,,,,
1005752,,,,,
1001269,,,,,
1003441,,,,,
1004942,,,,,
1003444,,,,,
1009715,Y,Y,Y,Y,Y
1009714,Y,Y,Y,Y,Y
1002405,Y,,,,Y
1003343,Y,Y,Y,Y,Y
1009424,Y,,,,
1001700,Y,,,Y,Y
1011114,Y,,,,
1007426,Y,,,,
1009451,Y,,,,
1001366,,,,,
1001365,,,,,
1005521,Y,Y,Y,Y,
1019506,Y,Y,,Y,
1001948,Y,,,,Y
1007845,,,,,
1004880,,,,,
1007018,,,,,
1009331,Y,,,,
1006879,,,,,
1006058,Y,,,,Y
1002135,Y,,,,
1001598,,,,,
1006673,,,,,
1019409,Y,,,,Y
1008768,Y,,,,
1008770,Y,,,,
1016830,Y,,,,Y
1010416,Y,,,Y,
1006156,,Y,,,
1004526,Y,,,,Y
1004234,,,,Y,
1001177,,,,,
1010305,Y,,,Y,
1002576,,,,,
1009633,Y,Y,,,
1005601,Y,Y,,Y,Y
1003419,Y,Y,,,
1009072,,,,,
1007433,,,,,
1005088,,,,,
1019103,Y,,,,
1008295,Y,,,Y,Y
1004167,Y,Y,,Y,Y
1011271,Y,,,,Y
1004928,Y,,,,
1009504,Y,,,,
1012202,Y,Y,Y,Y,Y
1006660,Y,,,,
1008131,Y,Y,,,
1003058,,,,,
1005858,,Y,Y,,
1009180,Y,,,,
1012785,Y,,,,
1000654,,,,,
1004182,Y,,,Y,
1003863,Y,Y,Y,Y,Y
1001696,Y,Y,Y,Y,Y
1012206,Y,Y,,,Y
1008608,Y,,,,
1010519,Y,,,,
1009289,Y,,,,
1009489,Y,,,,
1009471,Y,,,,
1001627,Y,,,,
1006106,Y,Y,Y,Y,Y
1001229,Y,Y,,Y,
1010516,Y,,,,
1003797,,Y,Y,Y,
1008508,Y,Y,,Y,Y
1019198,Y,,,,Y
1002021,Y,,,,Y
1012340,Y,Y,Y,Y,Y
1002521,Y,Y,Y,Y,Y
1009947,Y,Y,,Y,Y
1011107,Y,,,,Y
1019427,Y,,Y,Y,
1001079,,,,,
1002165,,,,,
1003496,,,,,
1000215,,,,,
1019035,Y,Y,,Y,Y
1006369,,,,,
1009162,Y,,,,
1002181,,,,,
1018491,Y,Y,,,Y
1012734,Y,Y,Y,Y,Y
1007082,,,,,
1016889,Y,Y,,Y,
1002279,,,,,
1005166,,,,,
1004639,Y,,Y,,
1002513,Y,Y,Y,Y,
1007211,,,,,
1000111,,,,,
1000112,,,,,
1006698,Y,,,,Y
1011058,Y,,,,
1019352,Y,,,,
1005352,Y,Y,Y,Y,Y
1009803,Y,Y,Y,Y,Y
1006399,Y,,,,
1009556,Y,,,,
1012705,Y,,,,Y
1018288,Y,Y,Y,Y,Y
1002941,Y,,,Y,Y
1004736,Y,Y,Y,Y,Y
1002980,,,Y,Y,
1002552,,,,,
1000307,Y,,,,
1003442,,,,,
1010954,Y,Y,,Y,
1000133,Y,,Y,,Y
1006742,,,,,
1002977,,,,,
1008371,Y,,,,Y
1001732,,,,,
1016918,Y,,,,Y
1001400,Y,,,Y,Y
1017912,Y,,,,Y
1017911,Y,,,,Y
1004784,Y,Y,,Y,Y
1003315,,,,,
1010899,Y,Y,Y,Y,Y
1012344,Y,Y,,Y,Y
1001070,,,,,
1009057,,Y,,,
1007095,,,,,
1003464,,,,,
1006910,,,,,
1012367,Y,,,,
1019030,Y,,,,Y
1006935,,Y,,Y,
1003254,,,,,
1007593,,Y,,Y,
1002301,,Y,,,
1002502,,,,,
1001023,,,Y,Y,Y
1001857,,,,,
1002918,,,,,
1003291,,Y,,Y,
1005181,Y,Y,,Y,Y
1018834,Y,Y,,Y,Y
1002530,Y,Y,Y,Y,Y
1009941,Y,Y,Y,Y,Y
1009942,Y,Y,Y,Y,Y
1012750,Y,,,Y,Y
1012751,Y,,,Y,Y
1018225,Y,,,,
1010221,Y,,,,
1012108,Y,,,,
1019450,Y,Y,Y,Y,Y
1000641,,,,,
1010513,Y,,,,Y
1003899,Y,Y,,,Y
1005433,,,,,
1005432,,,,,
1008866,,Y,,Y,
1018638,Y,,,,
1004915,,,,,
1008912,Y,Y,Y,Y,Y
1009392,Y,,,,
1000780,Y,,,Y,Y
1016810,Y,Y,,Y,Y
1008786,Y,Y,Y,Y,Y
1006824,,,,,
1005449,,,,,
1007075,,,,,
1018113,Y,Y,,Y,
1011318,Y,,,,Y
1012603,Y,,,,Y
1008751,Y,,Y,Y,Y
1000702,,Y,Y,Y,Y
1002320,,,,,
1018796,Y,Y,,,
1006954,,,,,
1011359,Y,,,,
1006722,,,,,
1006711,Y,,,,
1018726,Y,,,,
1019158,Y,,,,
1006652,Y,,,,Y
1001921,,Y,Y,Y,
1009416,Y,,,,
1002768,Y,Y,,Y,Y
1007278,,,,,
1012637,Y,,,,Y
1004919,,,,,
1003762,,,,,
1005345,Y,,,,
1019512,Y,,,Y,Y
1002471,,,,,
1010483,Y,,,,
1008937,Y,Y,Y,,Y
1018704,Y,,Y,Y,Y
1002884,,,,Y,
1007076,,,,,
1012646,Y,Y,Y,,Y
1001939,,,,,
1016916,Y,,,,Y
1007342,,,,,
1001020,,,,,
1012612,Y,Y,,Y,Y
1008726,,Y,,Y,
1004651,Y,Y,Y,Y,
1004270,Y,Y,,Y,Y
1007077,,,,,
1019503,Y,,,,Y
1011527,Y,,,,Y
1006300,,Y,Y,Y,
1006299,,Y,,Y,
1012553,Y,,,,
1008320,,,,,Y
1001685,,,,,
1008273,Y,,,,
1018604,Y,,,Y,
1009767,,,,,
1019537,Y,Y,,Y,Y
1019346,Y,,,,Y
1004755,,,,,
1012287,Y,,,,
1007418,,,,,
1007326,Y,,,,Y
1002972,,,,,
1002971,,,,,
1001861,,,,,
1002458,Y,Y,,,
1010967,Y,Y,,Y,Y
1008610,Y,,,,
1006841,,Y,Y,Y,
1018927,Y,Y,,Y,
1003895,Y,,,,Y
1007032,,,,,
1001750,,,,,
1000525,Y,,,,
1008397,Y,Y,Y,,Y
1008396,Y,Y,Y,Y,Y
1006233,,,,,
1005411,Y,Y,Y,Y,
1010995,Y,,,,Y
1010993,Y,,,,
1010992,Y,,,,Y
1004847,,,,Y,
1004848,Y,,Y,Y,Y
1001430,,,,,
1003378,Y,,,Y,
1011300,Y,Y,,Y,Y
1016826,Y,,,,
1001048,Y,Y,Y,Y,
1000096,Y,Y,Y,Y,Y
1002497,,,,,
1011062,Y,,,,Y
1019304,Y,Y,,Y,Y
1002974,,,,,
1003553,Y,,,,
1002498,,,,,
1011688,Y,,Y,,
1007044,,,,,
1002684,,,,,
1002996,,,,,
1010162,Y,Y,Y,Y,Y
1006420,,,,,
1001436,,,,,
1000444,,,,,
1006829,,Y,,Y,
1001737,,,,,
1019167,Y,Y,,Y,Y
1003334,,,,,
1009791,,,,,
1006322,,,,,
1006666,,,,,
1006707,,,,,
1019043,Y,Y,Y,Y,Y
1012680,Y,,,,Y
1005868,Y,Y,Y,Y,Y
1005869,Y,Y,Y,Y,Y
1018732,Y,,,,Y
1005912,Y,,,Y,Y
1008432,Y,,,,
1007013,,,,,
1003963,,,,,
1009290,Y,,,,
1006339,,,,,
1019207,Y,Y,,Y,Y
1019281,Y,Y,Y,,Y
1019279,Y,,,,Y
1007221,,,,,
1012027,Y,Y,Y,Y,Y
1012540,Y,,,,
1005652,,,,,
1002163,,Y,Y,Y,
1004172,Y,Y,,Y,Y
1009241,Y,,,,
1006558,Y,Y,,Y,Y
1006559,,Y,,Y,Y
1002157,,,,,
1005691,Y,,,,
1019538,Y,,,Y,
1001686,,,,,
1002153,,,,,
1006946,,,,,
1018418,Y,,,,
1018495,Y,Y,,Y,Y
1003898,,,,,
1018901,Y,,,,
1008951,,,,,
1004756,,,,,
1018817,Y,,,,
1004319,Y,Y,,Y,
1009312,Y,,,,
1007835,,,,,
1009529,Y,,,,
1009465,Y,,,,
1003534,,,,,
1005985,Y,,,,
1009967,,,,,
1000346,,,,,
1003221,,,,,
1005815,,,,,
1001313,Y,,,Y,Y
1000614,Y,Y,,,Y
1000631,,Y,,Y,
1010423,Y,,,,Y
1001148,,,Y,Y,
1011151,Y,,,,
1005825,,,,,
1003185,,,,,
1012408,Y,,,,
1010710,Y,,,,Y
1008179,Y,Y,,,
1007747,,,,,
1010146,Y,Y,Y,Y,Y
1008965,Y,,,Y,
1003702,Y,Y,Y,Y,Y
1003706,Y,Y,Y,Y,Y
1016895,Y,,,,Y
1006014,,,,,
1005935,,,,,
1002970,,,,,
1004966,,,,,
1010168,Y,,,,Y
1008439,,Y,,,
1011089,Y,,,,Y
1011088,Y,,,,Y
1019494,Y,,,,Y
1004807,Y,Y,,Y,
1002742,Y,Y,,Y,Y
1000824,,Y,,Y,
1000825,,,,,
1012110,Y,,,,Y
1005455,,,,,
1004785,Y,Y,,Y,Y
1005431,Y,Y,,Y,
1010713,Y,,,,
1000810,,,,,
1018919,Y,,,,
1003202,Y,,,,
1005911,Y,,,,
1003450,,Y,,,
1003451,,Y,,,
1009493,Y,,,,
